date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:05:17	182939/182939	---M--	200	added ('OK')	image/jpeg	etag:%22671a5779-2ca9b%22	https://b-f-p.co.uk/wp-content/uploads/2023/02/Fire-safety-training.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2023/02/Fire-safety-training.jpg	(from https://b-f-p.co.uk/)
14:05:17	124058/124058	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:17%20GMT	https://b-f-p.co.uk/access/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/access/index.html	(from https://b-f-p.co.uk/)
14:05:17	57960/57960	---M--	200	added ('OK')	image/jpeg	etag:%22671a578c-e268%22	https://b-f-p.co.uk/wp-content/uploads/2023/02/BAFE.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2023/02/BAFE.jpg	(from https://b-f-p.co.uk/)
14:05:17	124434/124434	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:17%20GMT	https://b-f-p.co.uk/cctv/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/cctv/index.html	(from https://b-f-p.co.uk/)
14:05:18	29916/29916	---M--	200	added ('OK')	image/jpeg	etag:%22671a5774-74dc%22	https://b-f-p.co.uk/wp-content/uploads/2024/10/3core2.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2024/10/3core2.jpg	(from https://b-f-p.co.uk/)
14:05:18	124182/124182	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:18%20GMT	https://b-f-p.co.uk/intruder/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/intruder/index.html	(from https://b-f-p.co.uk/)
14:05:19	132330/132330	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:18%20GMT	https://b-f-p.co.uk/fire-risk-assessment/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/fire-risk-assessment/index.html	(from https://b-f-p.co.uk/)
14:05:19	23011/23011	---M--	200	added ('OK')	image/jpeg	etag:%22671a5772-59e3%22	https://b-f-p.co.uk/wp-content/uploads/2024/10/Achilles.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2024/10/Achilles.jpg	(from https://b-f-p.co.uk/)
14:05:19	123673/123673	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:18%20GMT	https://b-f-p.co.uk/pat-services/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/pat-services/index.html	(from https://b-f-p.co.uk/)
14:05:19	124823/124823	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:19%20GMT	https://b-f-p.co.uk/first-aid-training/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/first-aid-training/index.html	(from https://b-f-p.co.uk/)
14:05:20	124228/124228	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:19%20GMT	https://b-f-p.co.uk/fire-marshal-training/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/fire-marshal-training/index.html	(from https://b-f-p.co.uk/)
14:05:20	39720/39720	---M--	200	added ('OK')	image/jpeg	etag:%22671a5774-9b28%22	https://b-f-p.co.uk/wp-content/uploads/2024/10/Safe-Contractor.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2024/10/Safe-Contractor.jpg	(from https://b-f-p.co.uk/)
14:05:20	23387/23387	---M--	200	added ('OK')	image/jpeg	etag:%22671a5774-5b5b%22	https://b-f-p.co.uk/wp-content/uploads/2024/10/FPA-Member-Logo-Landscape-Transparent-Background.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2024/10/FPA-Member-Logo-Landscape-Transparent-Background.jpg	(from https://b-f-p.co.uk/)
14:05:20	129363/129363	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:20%20GMT	https://b-f-p.co.uk/thank-you-for-free-site-survey/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/thank-you-for-free-site-survey/index.html	(from https://b-f-p.co.uk/)
14:05:20	31454/31454	---M--	200	added ('OK')	image/jpeg	etag:%22671a577e-7ade%22	https://b-f-p.co.uk/wp-content/uploads/2023/02/BFP-Accreditation-Logos-2024-1024x186.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2023/02/BFP-Accreditation-Logos-2024-1024x186.jpg	(from https://b-f-p.co.uk/)
14:05:21	125001/125001	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:21%20GMT	https://b-f-p.co.uk/disability-discrimination/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/disability-discrimination/index.html	(from https://b-f-p.co.uk/)
14:05:22	130518/130518	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:21%20GMT	https://b-f-p.co.uk/privacy-policy/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/privacy-policy/index.html	(from https://b-f-p.co.uk/)
14:05:22	124341/124341	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:22%20GMT	https://b-f-p.co.uk/safe-foam-disposal/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/safe-foam-disposal/index.html	(from https://b-f-p.co.uk/)
14:05:23	115717/115717	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Dec%202024%2014:05:22%20GMT	https://b-f-p.co.uk/safety-training/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/safety-training/index.html	(from https://b-f-p.co.uk/)
14:05:23	123346/123346	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:22%20GMT	https://b-f-p.co.uk/nurse-call/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/nurse-call/index.html	(from https://b-f-p.co.uk/)
